x-coords,y-coords
635.7970123,197.7178574
615.3955841,170.892849
656.0365944,183.5421181
623.96315,202.981739
655.7719212,194.0309715
613.6692181,202.3738289
619.2030392,164.6026039
624.9752655,196.9091034
